年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣],編號
201910,臺灣,食,55(含)-60歲,1784292,2267252765,6771
201910,臺灣,食,60(含)-65歲,1182234,1549119933,6772
201910,臺灣,食,65(含)-70歲,735933,951477722,6773
201910,臺灣,食,70(含)-75歲,285104,368808494,6774
201910,臺灣,食,75(含)-80歲,102693,135937373,6775
201910,臺灣,食,80(含)歲以上,61830,91022288,6776
201910,臺灣,衣,未滿20歲,8956,13901078,6777
201910,臺灣,衣,20(含)-25歲,109582,205392703,6778
201910,臺灣,衣,25(含)-30歲,264444,577422429,6779
201910,臺灣,衣,30(含)-35歲,339341,777280325,6780
201910,臺灣,衣,35(含)-40歲,392225,908959973,6781
201910,臺灣,衣,40(含)-45歲,309118,749288142,6782
201910,臺灣,衣,45(含)-50歲,226975,618142814,6783
201910,臺灣,衣,50(含)-55歲,179234,559527584,6784
201910,臺灣,衣,55(含)-60歲,122244,411636133,6785
201910,臺灣,衣,60(含)-65歲,74129,274485457,6786
201910,臺灣,衣,65(含)-70歲,39363,142531011,6787
201910,臺灣,衣,70(含)-75歲,12842,49139028,6788
201910,臺灣,衣,75(含)-80歲,3987,15044336,6789
201910,臺灣,衣,80(含)歲以上,4377,20765800,6790
201910,臺灣,住,未滿20歲,6524,17954545,6791
201910,臺灣,住,20(含)-25歲,96384,219845800,6792
201910,臺灣,住,25(含)-30歲,257128,793842513,6793
201910,臺灣,住,30(含)-35歲,333171,1247753385,6794
201910,臺灣,住,35(含)-40歲,413619,1614495965,6795
201910,臺灣,住,40(含)-45歲,377107,1616185252,6796
201910,臺灣,住,45(含)-50歲,308773,1430746182,6797
201910,臺灣,住,50(含)-55歲,264026,1322183052,6798
201910,臺灣,住,55(含)-60歲,194263,1038065894,6799
201910,臺灣,住,60(含)-65歲,126455,709135849,6800
201910,臺灣,住,65(含)-70歲,71493,402475217,6801
201910,臺灣,住,70(含)-75歲,27413,140272421,6802
201910,臺灣,住,75(含)-80歲,9870,50410577,6803
201910,臺灣,住,80(含)歲以上,7524,42121226,6804
201910,臺灣,行,未滿20歲,53433,31110789,6805
201910,臺灣,行,20(含)-25歲,682166,449269050,6806
201910,臺灣,行,25(含)-30歲,1622306,1323311615,6807
201910,臺灣,行,30(含)-35歲,1990826,1824409745,6808
201910,臺灣,行,35(含)-40歲,2404368,2340994417,6809
201910,臺灣,行,40(含)-45歲,2299829,2416987593,6810
201910,臺灣,行,45(含)-50歲,1970159,2132404372,6811
201910,臺灣,行,50(含)-55歲,1678017,1852980688,6812
201910,臺灣,行,55(含)-60歲,1257120,1414056402,6813
201910,臺灣,行,60(含)-65歲,810710,901476829,6814
201910,臺灣,行,65(含)-70歲,434686,460548239,6815
201910,臺灣,行,70(含)-75歲,138509,141982060,6816
201910,臺灣,行,75(含)-80歲,42512,43141638,6817
201910,臺灣,行,80(含)歲以上,24885,32762814,6818
201910,臺灣,文教康樂,未滿20歲,29494,50137015,6819
201910,臺灣,文教康樂,20(含)-25歲,391923,717176618,6820
201910,臺灣,文教康樂,25(含)-30歲,870448,2084385403,6821
201910,臺灣,文教康樂,30(含)-35歲,898854,2465201934,6822
201910,臺灣,文教康樂,35(含)-40歲,1005400,3092947065,6823
201910,臺灣,文教康樂,40(含)-45歲,898358,3297023270,6824
201910,臺灣,文教康樂,45(含)-50歲,682036,3051165026,6825
201910,臺灣,文教康樂,50(含)-55歲,530448,3018084088,6826
201910,臺灣,文教康樂,55(含)-60歲,357008,2564309184,6827
201910,臺灣,文教康樂,60(含)-65歲,217823,1944796748,6828
201910,臺灣,文教康樂,65(含)-70歲,124337,1265876508,6829
201910,臺灣,文教康樂,70(含)-75歲,45173,484837902,6830
201910,臺灣,文教康樂,75(含)-80歲,15573,176373521,6831
201910,臺灣,文教康樂,80(含)歲以上,14044,126093682,6832
201910,臺灣,百貨,未滿20歲,20834,37808888,6833
201910,臺灣,百貨,20(含)-25歲,325568,765549098,6834
201910,臺灣,百貨,25(含)-30歲,821521,2352931592,6835
201910,臺灣,百貨,30(含)-35歲,1051754,3177387987,6836
201910,臺灣,百貨,35(含)-40歲,1342531,4134296536,6837
201910,臺灣,百貨,40(含)-45歲,1283005,4134678155,6838
201910,臺灣,百貨,45(含)-50歲,1067711,3724664236,6839
201910,臺灣,百貨,50(含)-55歲,864323,3295946799,6840
201910,臺灣,百貨,55(含)-60歲,600544,2457630199,6841
201910,臺灣,百貨,60(含)-65歲,377008,1610201083,6842
201910,臺灣,百貨,65(含)-70歲,214967,909501536,6843
201910,臺灣,百貨,70(含)-75歲,75998,323180162,6844
201910,臺灣,百貨,75(含)-80歲,25096,111645738,6845
201910,臺灣,百貨,80(含)歲以上,18901,75155337,6846
201910,臺灣,其他,未滿20歲,64621,81685304,6847
201910,臺灣,其他,20(含)-25歲,1015899,1531607002,6848
201910,臺灣,其他,25(含)-30歲,2778804,5181645821,6849
201910,臺灣,其他,30(含)-35歲,3601913,7358102253,6850
201910,臺灣,其他,35(含)-40歲,4493315,10631114784,6851
201910,臺灣,其他,40(含)-45歲,4249205,12147985061,6852
201910,臺灣,其他,45(含)-50歲,3386938,12032494163,6853
201910,臺灣,其他,50(含)-55歲,2701650,11877927296,6854
201910,臺灣,其他,55(含)-60歲,1838380,10195482412,6855
201910,臺灣,其他,60(含)-65歲,1106522,7203388546,6856
201910,臺灣,其他,65(含)-70歲,561405,4414497132,6857
201910,臺灣,其他,70(含)-75歲,183762,1662504274,6858
201910,臺灣,其他,75(含)-80歲,59218,675553229,6859
201910,臺灣,其他,80(含)歲以上,57221,531676075,6860
201911,臺灣,食,未滿20歲,76570,35373256,6861
201911,臺灣,食,20(含)-25歲,1037483,607559696,6862
201911,臺灣,食,25(含)-30歲,2727460,1937733100,6863
201911,臺灣,食,30(含)-35歲,3381955,2834875317,6864
201911,臺灣,食,35(含)-40歲,4266409,3874495567,6865
201911,臺灣,食,40(含)-45歲,4029541,4053583259,6866
201911,臺灣,食,45(含)-50歲,3222181,3614032571,6867
201911,臺灣,食,50(含)-55歲,2572003,3153070176,6868
201911,臺灣,食,55(含)-60歲,1850067,2443387678,6869
201911,臺灣,食,60(含)-65歲,1221318,1668450882,6870
201911,臺灣,食,65(含)-70歲,761835,1017565214,6871
201911,臺灣,食,70(含)-75歲,297540,397882571,6872
201911,臺灣,食,75(含)-80歲,105719,145905583,6873
201911,臺灣,食,80(含)歲以上,63066,95456947,6874
201911,臺灣,衣,未滿20歲,11235,18731457,6875
